course,institution,cluster_number,cutoff_points,year
BACHELOR OF ENGINEERING (ELECTRICAL AND ELECTRONIC ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,17,37.077,2022
BACHELOR OF ENGINEERING (ELECTRICAL AND ELECTRONIC ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,17,38.208,2023
BACHELOR OF ENGINEERING (ELECTRICAL AND ELECTRONIC ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,17,36.409,2024
BACHELOR OF ENGINEERING (ELECTRICAL AND ELECTRONICS ENGINEERING),MOI UNIVERSITY,17,41.426,2018
BACHELOR OF ENGINEERING (ELECTRICAL AND ELECTRONICS ENGINEERING),MOI UNIVERSITY,17,41.293,2019
BACHELOR OF ENGINEERING (ELECTRICAL AND ELECTRONICS ENGINEERING),MOI UNIVERSITY,17,40.734,2020
BACHELOR OF ENGINEERING (ELECTRICAL AND ELECTRONICS ENGINEERING),MOI UNIVERSITY,17,32.034,2021
BACHELOR OF ENGINEERING (ELECTRICAL AND ELECTRONICS ENGINEERING),MOI UNIVERSITY,17,35.911,2022
BACHELOR OF ENGINEERING (ELECTRICAL AND ELECTRONICS ENGINEERING),MOI UNIVERSITY,17,36.366,2023
BA IN BIBLICAL STUDIES,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,52,28.354,2019
BA IN BIBLICAL STUDIES,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,52,20.991,2020
BA IN BIBLICAL STUDIES,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,52,19.956,2021
BA IN BIBLICAL STUDIES,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,52,19.67,2022
BA IN BIBLICAL STUDIES,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,52,20.93,2023
BACHELOR OF EDUCATION WITH GUIDANCE AND COUNSELLING,UNIVERSITY OF KABIANGA,26,25.155,2018
BACHELOR OF EDUCATION WITH GUIDANCE AND COUNSELLING,UNIVERSITY OF KABIANGA,26,25.019,2019
BACHELOR OF EDUCATION WITH GUIDANCE AND COUNSELLING,UNIVERSITY OF KABIANGA,26,25.056,2020
BACHELOR OF EDUCATION WITH GUIDANCE AND COUNSELLING,UNIVERSITY OF KABIANGA,26,22.636,2021
BACHELOR OF EDUCATION WITH GUIDANCE AND COUNSELLING,UNIVERSITY OF KABIANGA,26,22.358,2022
BACHELOR OF EDUCATION WITH GUIDANCE AND COUNSELLING,UNIVERSITY OF KABIANGA,26,23.873,2023
BACHELOR OF EDUCATION WITH GUIDANCE AND COUNSELLING,UNIVERSITY OF KABIANGA,26,26.219,2024
BACHELOR OF EDUCATION (GUIDANCE AND COUNSELLING),BOMET UNIVERSITY COLLEGE,26,26.156,2019
BACHELOR OF EDUCATION (GUIDANCE AND COUNSELLING),BOMET UNIVERSITY COLLEGE,26,25.342,2020
BACHELOR OF EDUCATION (GUIDANCE AND COUNSELLING),BOMET UNIVERSITY COLLEGE,26,22.636,2021
BACHELOR OF EDUCATION (GUIDANCE AND COUNSELLING),BOMET UNIVERSITY COLLEGE,26,22.358,2022
BACHELOR OF EDUCATION (GUIDANCE AND COUNSELLING),BOMET UNIVERSITY COLLEGE,26,24.411,2023
BACHELOR OF EDUCATION (GUIDANCE AND COUNSELLING),BOMET UNIVERSITY COLLEGE,26,23.784,2024
BACHELOR OF EDUCATION (GUIDANCE AND COUNSELLING),MOI UNIVERSITY,26,24.749,2018
BACHELOR OF EDUCATION (ARTS) WITH GUIDANCE AND COUNSELLING,MAASAI MARA UNIVERSITY,26,23.969,2018
BACHELOR OF EDUCATION (ARTS) WITH GUIDANCE AND COUNSELLING,MAASAI MARA UNIVERSITY,26,25.237,2019
BACHELOR OF EDUCATION (ARTS) WITH GUIDANCE AND COUNSELLING,MAASAI MARA UNIVERSITY,26,26.153,2020
BACHELOR OF EDUCATION (ARTS) WITH GUIDANCE AND COUNSELLING,MAASAI MARA UNIVERSITY,26,22.636,2021
BACHELOR OF EDUCATION (ARTS) WITH GUIDANCE AND COUNSELLING,MAASAI MARA UNIVERSITY,26,22.358,2022
BACHELOR OF EDUCATION (ARTS) WITH GUIDANCE AND COUNSELLING,MAASAI MARA UNIVERSITY,26,23.433,2023
BACHELOR OF EDUCATION (ARTS) WITH GUIDANCE AND COUNSELLING,MAASAI MARA UNIVERSITY,26,25.485,2024
BACHELOR OF ARTS IN CHILDCARE AND PROTECTION,PWANI UNIVERSITY,22,24.397,2019
BACHELOR OF ARTS IN CHILDCARE AND PROTECTION,PWANI UNIVERSITY,22,24.175,2020
BACHELOR OF ARTS IN CHILDCARE AND PROTECTION,PWANI UNIVERSITY,22,22.926,2021
BACHELOR OF ARTS IN CHILDCARE AND PROTECTION,PWANI UNIVERSITY,22,22.916,2022
BACHELOR OF ARTS IN CHILDCARE AND PROTECTION,PWANI UNIVERSITY,22,22.449,2023
BACHELOR OF ARTS IN CHILD AND YOUTH STUDIES,TANGAZA UNIVERSITY,22,25.754,2018
BACHELOR OF ARTS IN CHILD AND YOUTH STUDIES,TANGAZA UNIVERSITY,22,24.993,2019
BACHELOR OF ARTS IN CHILD AND YOUTH STUDIES,TANGAZA UNIVERSITY,22,22.21,2020
BACHELOR OF ARTS IN CHILD AND YOUTH STUDIES,TANGAZA UNIVERSITY,22,22.926,2021
BACHELOR OF ARTS IN CHILD AND YOUTH STUDIES,TANGAZA UNIVERSITY,22,22.916,2022
BACHELOR OF ARTS IN CHILD AND YOUTH STUDIES,TANGAZA UNIVERSITY,22,22.449,2023
BACHELOR OF  FINANCIAL ECONOMICS,MOI UNIVERSITY,34,28.537,2018
BACHELOR OF  FINANCIAL ECONOMICS,MOI UNIVERSITY,34,31.246,2019
BACHELOR OF  FINANCIAL ECONOMICS,MOI UNIVERSITY,34,23.157,2020
BACHELOR OF  FINANCIAL ECONOMICS,MOI UNIVERSITY,34,20.1,2021
BACHELOR OF  FINANCIAL ECONOMICS,MOI UNIVERSITY,34,19.914,2022
BACHELOR OF  FINANCIAL ECONOMICS,MOI UNIVERSITY,34,18.831,2023
BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS,BOMET UNIVERSITY COLLEGE,34,24.768,2019
BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS,MAASAI MARA UNIVERSITY,34,24.111,2018
BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS,MAASAI MARA UNIVERSITY,34,20.048,2020
BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS,MAASAI MARA UNIVERSITY,34,20.1,2021
BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS,MAASAI MARA UNIVERSITY,34,19.914,2022
BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS,MAASAI MARA UNIVERSITY,34,18.831,2023
BACHELOR OF SCIENCE (PUBLIC HEALTH),ALUPE UNIVERSITY,66,26.839,2024
BACHELOR OF SCIENCE (POPULATION HEALTH),KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,66,27.407,2022
BACHELOR OF SCIENCE (POPULATION HEALTH),KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,66,28.396,2023
BACHELOR OF SCIENCE (POPULATION HEALTH),KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,66,26.558,2024
BACHELOR OF SCIENCE (POPULATION HEALTH),SOUTH EASTERN KENYA UNIVERSITY,66,26.968,2018
BACHELOR OF SCIENCE (POPULATION HEALTH),SOUTH EASTERN KENYA UNIVERSITY,66,27.701,2019
BACHELOR OF SCIENCE (POPULATION HEALTH),SOUTH EASTERN KENYA UNIVERSITY,66,32.191,2020
BACHELOR OF SCIENCE (POPULATION HEALTH),SOUTH EASTERN KENYA UNIVERSITY,66,17.459,2021
BACHELOR OF EDUCATION (ARTS) MUSIC,KENYATTA UNIVERSITY,62,26.701,2018
BACHELOR OF EDUCATION (ARTS) MUSIC,KENYATTA UNIVERSITY,62,30.141,2019
BACHELOR OF EDUCATION (ARTS) MUSIC,KENYATTA UNIVERSITY,62,31.364,2020
BACHELOR OF EDUCATION (ARTS) MUSIC,KENYATTA UNIVERSITY,62,29.024,2021
BACHELOR OF EDUCATION (ARTS) MUSIC,KENYATTA UNIVERSITY,62,29.441,2022
BACHELOR OF EDUCATION (ARTS) MUSIC,KENYATTA UNIVERSITY,62,27.617,2023
BACHELOR OF EDUCATION (ARTS) MUSIC,KENYATTA UNIVERSITY,62,27.894,2024
"BACHELOR OF EDUCATION (MUSIC, WITH IT)",MASENO UNIVERSITY,62,25.429,2018
"BACHELOR OF EDUCATION (MUSIC, WITH IT)",MASENO UNIVERSITY,62,27.379,2019
"BACHELOR OF EDUCATION (MUSIC, WITH IT)",MASENO UNIVERSITY,62,24.285,2020
"BACHELOR OF EDUCATION (MUSIC, WITH IT)",MASENO UNIVERSITY,62,22.636,2021
"BACHELOR OF EDUCATION (MUSIC, WITH IT)",MASENO UNIVERSITY,62,22.358,2022
"BACHELOR OF EDUCATION (MUSIC, WITH IT)",MASENO UNIVERSITY,62,21.858,2023
"BACHELOR OF EDUCATION (MUSIC, WITH IT)",MASENO UNIVERSITY,62,24.951,2024
BACHELOR OF BUSINESS MANAGEMENT (CIVIL AVIATION MANAGEMENT),MOI UNIVERSITY,90,33.623,2018
BACHELOR OF BUSINESS MANAGEMENT (CIVIL AVIATION MANAGEMENT),MOI UNIVERSITY,90,33.874,2019
BACHELOR OF BUSINESS MANAGEMENT (CIVIL AVIATION MANAGEMENT),MOI UNIVERSITY,90,32.458,2020
BACHELOR OF BUSINESS MANAGEMENT (CIVIL AVIATION MANAGEMENT),MOI UNIVERSITY,90,22.544,2021
BACHELOR OF BUSINESS MANAGEMENT (CIVIL AVIATION MANAGEMENT),MOI UNIVERSITY,90,21.444,2022
BACHELOR OF BUSINESS MANAGEMENT (CIVIL AVIATION MANAGEMENT),MOI UNIVERSITY,90,21.375,2023
BACHELOR OF ENGINEERING (AERONAUTICAL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,3,43.643,2018
BACHELOR OF ENGINEERING (AERONAUTICAL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,3,44.158,2019
BACHELOR OF ENGINEERING (AERONAUTICAL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,3,43.777,2020
BACHELOR OF ENGINEERING (AERONAUTICAL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,3,41.471,2021
BACHELOR OF ENGINEERING (AERONAUTICAL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,3,43.028,2022
BACHELOR OF ENGINEERING (AERONAUTICAL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,3,43.316,2023
BACHELOR OF ENGINEERING (AERONAUTICAL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,3,42.162,2024
BACHELOR OF REAL ESTATE,UNIVERSITY OF NAIROBI,0,38.487,2018
BACHELOR OF REAL ESTATE,UNIVERSITY OF NAIROBI,0,39.52,2019
BACHELOR OF REAL ESTATE,UNIVERSITY OF NAIROBI,0,37.994,2020
BACHELOR OF REAL ESTATE,UNIVERSITY OF NAIROBI,0,36.648,2021
BACHELOR OF REAL ESTATE,UNIVERSITY OF NAIROBI,0,36.881,2022
BACHELOR OF REAL ESTATE,UNIVERSITY OF NAIROBI,0,33.529,2023
BACHELOR OF REAL ESTATE,UNIVERSITY OF NAIROBI,0,21.077,2024
BACHELOR OF SCIENCE (REAL ESTATE),KENYATTA UNIVERSITY,0,36.948,2018
BACHELOR OF SCIENCE (REAL ESTATE),KENYATTA UNIVERSITY,0,37.682,2019
BACHELOR OF SCIENCE (REAL ESTATE),KENYATTA UNIVERSITY,0,35.062,2020
BACHELOR OF SCIENCE (REAL ESTATE),KENYATTA UNIVERSITY,0,36.25,2021
BACHELOR OF SCIENCE (REAL ESTATE),KENYATTA UNIVERSITY,0,34.531,2022
BACHELOR OF SCIENCE (REAL ESTATE),KENYATTA UNIVERSITY,0,32.041,2023
BACHELOR OF SCIENCE (REAL ESTATE),KENYATTA UNIVERSITY,0,29.68,2024
BACHELOR OF TECHNOLOGY (PROPERTY MANAGEMENT AND REAL ESTATE),TECHNICAL UNIVERSITY OF KENYA,0,35.78,2018
BACHELOR OF TECHNOLOGY (PROPERTY MANAGEMENT AND REAL ESTATE),TECHNICAL UNIVERSITY OF KENYA,0,37.106,2019
BACHELOR OF TECHNOLOGY (PROPERTY MANAGEMENT AND REAL ESTATE),TECHNICAL UNIVERSITY OF KENYA,0,35.616,2020
BACHELOR OF TECHNOLOGY (PROPERTY MANAGEMENT AND REAL ESTATE),TECHNICAL UNIVERSITY OF KENYA,0,34.919,2021
BACHELOR OF TECHNOLOGY (PROPERTY MANAGEMENT AND REAL ESTATE),TECHNICAL UNIVERSITY OF KENYA,0,33.889,2022
BACHELOR OF TECHNOLOGY (PROPERTY MANAGEMENT AND REAL ESTATE),TECHNICAL UNIVERSITY OF KENYA,0,29.49,2023
BACHELOR OF TECHNOLOGY (PROPERTY MANAGEMENT AND REAL ESTATE),TECHNICAL UNIVERSITY OF KENYA,0,27.402,2024
BACHELOR OF EDUCATION (PHYSICAL EDUCATION AND SPORTS),UNIVERSITY OF NAIROBI,16,24.035,2018
BACHELOR OF EDUCATION (PHYSICAL EDUCATION AND SPORTS),UNIVERSITY OF NAIROBI,16,23.113,2019
BACHELOR OF EDUCATION (PHYSICAL EDUCATION AND SPORTS),UNIVERSITY OF NAIROBI,16,25.555,2020
BACHELOR OF EDUCATION (PHYSICAL EDUCATION AND SPORTS),UNIVERSITY OF NAIROBI,16,22.636,2021
BACHELOR OF EDUCATION (PHYSICAL EDUCATION AND SPORTS),UNIVERSITY OF NAIROBI,16,22.358,2022
BACHELOR OF EDUCATION (PHYSICAL EDUCATION AND SPORTS),UNIVERSITY OF NAIROBI,16,21.858,2023
BACHELOR OF SCIENCE (SOILS & LAND USE MANAGEMENT),UNIVERSITY OF ELDORET,57,15.864,2023
BACHELOR OF SCIENCE (LAND ADMINISTRATION),TECHNICAL UNIVERSITY OF KENYA,71,29.217,2018
BACHELOR OF SCIENCE (LAND ADMINISTRATION),TECHNICAL UNIVERSITY OF KENYA,71,31.574,2019
BACHELOR OF SCIENCE (LAND ADMINISTRATION),TECHNICAL UNIVERSITY OF KENYA,71,30.021,2020
BACHELOR OF SCIENCE (LAND ADMINISTRATION),TECHNICAL UNIVERSITY OF KENYA,71,29.047,2021
BACHELOR OF SCIENCE (LAND ADMINISTRATION),TECHNICAL UNIVERSITY OF KENYA,71,28.02,2022
BACHELOR OF SCIENCE (LAND ADMINISTRATION),TECHNICAL UNIVERSITY OF KENYA,71,22.582,2023
BACHELOR OF SCIENCE (LAND ADMINISTRATION),TECHNICAL UNIVERSITY OF KENYA,71,23.214,2024
BACHELOR OF ARTS IN LANGUAGE AND COMMUNICATION,MAASAI MARA UNIVERSITY,93,23.999,2018
BACHELOR OF ARTS IN LANGUAGE AND COMMUNICATION,MAASAI MARA UNIVERSITY,93,25.109,2019
BACHELOR OF ARTS IN LANGUAGE AND COMMUNICATION,MAASAI MARA UNIVERSITY,93,22.926,2021
BACHELOR OF ARTS IN LANGUAGE AND COMMUNICATION,MAASAI MARA UNIVERSITY,93,22.916,2022
BACHELOR OF ARTS IN LANGUAGE AND COMMUNICATION,MAASAI MARA UNIVERSITY,93,22.449,2023
BACHELOR OF SCIENCE IN AUTOMOTIVE TECHNOLOGY,"UNIVERSITY OF EASTERN AFRICA, BARATON",83,25.348,2018
BACHELOR OF SCIENCE IN AUTOMOTIVE TECHNOLOGY,"UNIVERSITY OF EASTERN AFRICA, BARATON",83,29.64,2019
BACHELOR OF SCIENCE IN AUTOMOTIVE TECHNOLOGY,"UNIVERSITY OF EASTERN AFRICA, BARATON",83,25.839,2020
BACHELOR OF SCIENCE IN AUTOMOTIVE TECHNOLOGY,"UNIVERSITY OF EASTERN AFRICA, BARATON",83,16.787,2021
BACHELOR OF SCIENCE IN AUTOMOTIVE TECHNOLOGY,"UNIVERSITY OF EASTERN AFRICA, BARATON",83,15.982,2022
BACHELOR OF SCIENCE IN AUTOMOTIVE TECHNOLOGY,"UNIVERSITY OF EASTERN AFRICA, BARATON",83,15.683,2023
BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY),PWANI UNIVERSITY,23,25.733,2018
BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY),PWANI UNIVERSITY,23,24.919,2019
BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY),PWANI UNIVERSITY,23,25.667,2020
BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY),PWANI UNIVERSITY,23,22.627,2021
BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY),PWANI UNIVERSITY,23,21.604,2022
BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY),PWANI UNIVERSITY,23,21.123,2023
"BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY, WITH IT)",MASENO UNIVERSITY,23,26.421,2018
"BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY, WITH IT)",MASENO UNIVERSITY,23,26.868,2019
"BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY, WITH IT)",MASENO UNIVERSITY,23,27.435,2020
"BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY, WITH IT)",MASENO UNIVERSITY,23,22.627,2021
"BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY, WITH IT)",MASENO UNIVERSITY,23,27.254,2022
"BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY, WITH IT)",MASENO UNIVERSITY,23,21.123,2023
"BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY, WITH IT)",MASENO UNIVERSITY,23,23.115,2024
BACHELOR OF SCIENCE (RECREATION AND SPORTS MANAGEMENT),KENYATTA UNIVERSITY,71,23.799,2018
BACHELOR OF SCIENCE (RECREATION AND SPORTS MANAGEMENT),KENYATTA UNIVERSITY,71,24.208,2019
BACHELOR OF SCIENCE (RECREATION AND SPORTS MANAGEMENT),KENYATTA UNIVERSITY,71,24.411,2020
BACHELOR OF SCIENCE (RECREATION AND SPORTS MANAGEMENT),KENYATTA UNIVERSITY,71,24.252,2021
BACHELOR OF SCIENCE (RECREATION AND SPORTS MANAGEMENT),KENYATTA UNIVERSITY,71,24.776,2022
BACHELOR OF SCIENCE (RECREATION AND SPORTS MANAGEMENT),KENYATTA UNIVERSITY,71,19.92,2023
BACHELOR OF SCIENCE (RECREATION AND SPORTS MANAGEMENT),KENYATTA UNIVERSITY,71,22.365,2024
BACHELOR OF SCIENCE IN COMPUTING AND INFORMATION SYSTEMS,ST PAULS UNIVERSITY,14,24.006,2018
BACHELOR OF SCIENCE IN COMPUTING AND INFORMATION SYSTEMS,ST PAULS UNIVERSITY,14,23.717,2019
BACHELOR OF SCIENCE IN COMPUTING AND INFORMATION SYSTEMS,ST PAULS UNIVERSITY,14,19.481,2020
BACHELOR OF SCIENCE IN COMPUTING AND INFORMATION SYSTEMS,ST PAULS UNIVERSITY,14,19.223,2021
BACHELOR OF SCIENCE IN COMPUTING AND INFORMATION SYSTEMS,ST PAULS UNIVERSITY,14,18.638,2022
BACHELOR OF SCIENCE IN COMPUTING AND INFORMATION SYSTEMS,ST PAULS UNIVERSITY,14,18.814,2023
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS AND RURAL DEVELOPMENT),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,15,25.655,2018
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS AND RURAL DEVELOPMENT),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,15,24.978,2019
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS AND RURAL DEVELOPMENT),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,15,16.791,2020
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS AND RURAL DEVELOPMENT),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,15,25.843,2021
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS AND RURAL DEVELOPMENT),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,15,23.826,2022
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS AND RURAL DEVELOPMENT),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,15,15.864,2023
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS AND RURAL DEVELOPMENT),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,15,25.307,2024
BACHELOR OF ARTS IN TRANSLATION STUDIES,ST PAULS UNIVERSITY,77,23.955,2019
BACHELOR OF ARTS IN TRANSLATION STUDIES,ST PAULS UNIVERSITY,77,24.981,2020
BACHELOR OF ARTS IN TRANSLATION STUDIES,ST PAULS UNIVERSITY,77,22.926,2021
BACHELOR OF ARTS IN TRANSLATION STUDIES,ST PAULS UNIVERSITY,77,22.916,2022
BACHELOR OF ARTS IN TRANSLATION STUDIES,ST PAULS UNIVERSITY,77,22.449,2023
BACHELOR OF SCIENCE IN MICROBIOLOGY,UNIVERSITY OF ELDORET,79,26.333,2018
BACHELOR OF SCIENCE IN MICROBIOLOGY,UNIVERSITY OF ELDORET,79,26.06,2019
BACHELOR OF SCIENCE IN MICROBIOLOGY,UNIVERSITY OF ELDORET,79,16.791,2020
BACHELOR OF SCIENCE IN MICROBIOLOGY,UNIVERSITY OF ELDORET,79,17.459,2021
BACHELOR OF SCIENCE IN MICROBIOLOGY,UNIVERSITY OF ELDORET,79,16.974,2022
BACHELOR OF SCIENCE IN MICROBIOLOGY,UNIVERSITY OF ELDORET,79,15.683,2023
BACHELOR OF COMMERCE IN MANAGEMENT INFORMATION SYSTEMS,DAYSTAR UNIVERSITY,33,24.474,2020
BACHELOR OF SCIENCE (EVENT AND CONVENTION MANAGEMENT),TECHNICAL UNIVERSITY OF KENYA,73,27.112,2018
BACHELOR OF SCIENCE (EVENT AND CONVENTION MANAGEMENT),TECHNICAL UNIVERSITY OF KENYA,73,27.549,2019
BACHELOR OF SCIENCE (EVENT AND CONVENTION MANAGEMENT),TECHNICAL UNIVERSITY OF KENYA,73,27.705,2020
BACHELOR OF SCIENCE (EVENT AND CONVENTION MANAGEMENT),TECHNICAL UNIVERSITY OF KENYA,73,25.323,2021
BACHELOR OF SCIENCE (EVENT AND CONVENTION MANAGEMENT),TECHNICAL UNIVERSITY OF KENYA,73,25.589,2022
BACHELOR OF SCIENCE (EVENT AND CONVENTION MANAGEMENT),TECHNICAL UNIVERSITY OF KENYA,73,21.375,2023
BACHELOR OF SCIENCE (RENEWABLE ENERGY AND ENVIRONMENTAL PHYSICS),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,12,32.804,2018
BACHELOR OF SCIENCE (RENEWABLE ENERGY AND ENVIRONMENTAL PHYSICS),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,12,34.526,2019
BACHELOR OF SCIENCE (RENEWABLE ENERGY AND ENVIRONMENTAL PHYSICS),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,12,30.519,2020
BACHELOR OF SCIENCE (RENEWABLE ENERGY AND ENVIRONMENTAL PHYSICS),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,12,16.787,2021
BACHELOR OF SCIENCE (RENEWABLE ENERGY AND ENVIRONMENTAL PHYSICS),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,12,15.982,2022
BACHELOR OF SCIENCE (RENEWABLE ENERGY AND ENVIRONMENTAL PHYSICS),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,12,15.683,2023
BACHELOR OF SCIENCE IN MECHATRONIC ENGINEERING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,40,43.284,2018
BACHELOR OF SCIENCE IN MECHATRONIC ENGINEERING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,40,43.938,2019
BACHELOR OF SCIENCE IN MECHATRONIC ENGINEERING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,40,42.166,2020
BACHELOR OF SCIENCE IN MECHATRONIC ENGINEERING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,40,42.624,2021
BACHELOR OF SCIENCE IN MECHATRONIC ENGINEERING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,40,42.892,2022
BACHELOR OF SCIENCE IN MECHATRONIC ENGINEERING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,40,43.232,2023
BACHELOR OF SCIENCE IN MECHATRONIC ENGINEERING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,40,44.028,2024
BACHELOR OF ARTS IN SUSTAINABLE HUMAN DEVELOPMENT,TANGAZA UNIVERSITY,21,24.296,2018
BACHELOR OF ARTS IN SUSTAINABLE HUMAN DEVELOPMENT,TANGAZA UNIVERSITY,21,24.19,2019
BACHELOR OF ARTS IN SUSTAINABLE HUMAN DEVELOPMENT,TANGAZA UNIVERSITY,21,22.21,2020
BACHELOR OF ARTS IN SUSTAINABLE HUMAN DEVELOPMENT,TANGAZA UNIVERSITY,21,22.926,2021
BACHELOR OF ARTS IN SUSTAINABLE HUMAN DEVELOPMENT,TANGAZA UNIVERSITY,21,22.916,2022
BACHELOR OF ARTS IN SUSTAINABLE HUMAN DEVELOPMENT,TANGAZA UNIVERSITY,21,22.449,2023
BACHELOR OF SCIENCE (SEED SCIENCE & TECHNOLOGY,UNIVERSITY OF ELDORET,55,15.864,2023
BACHELOR OF SCIENCE IN DENTAL TECHNOLOGY,MOUNT KENYA UNIVERSITY,55,30.482,2018
BACHELOR OF SCIENCE IN DENTAL TECHNOLOGY,MOUNT KENYA UNIVERSITY,55,37.224,2019
BACHELOR OF SCIENCE IN DENTAL TECHNOLOGY,MOUNT KENYA UNIVERSITY,55,38.706,2020
BACHELOR OF SCIENCE IN DENTAL TECHNOLOGY,MOUNT KENYA UNIVERSITY,55,38.953,2021
BACHELOR OF SCIENCE IN DENTAL TECHNOLOGY,MOUNT KENYA UNIVERSITY,55,35.151,2022
BACHELOR OF SCIENCE IN DENTAL TECHNOLOGY,MOUNT KENYA UNIVERSITY,55,37.154,2023
BACHELOR OF SCIENCE IN DENTAL TECHNOLOGY,MOUNT KENYA UNIVERSITY,55,37.16,2024
BACHELOR OF ARTS (PHILOSOPHY),PWANI UNIVERSITY,85,26.531,2018
BACHELOR OF ARTS (PHILOSOPHY),PWANI UNIVERSITY,85,24.356,2019
BACHELOR OF ARTS (PHILOSOPHY),PWANI UNIVERSITY,85,24.943,2020
BACHELOR OF ARTS (PHILOSOPHY),PWANI UNIVERSITY,85,22.926,2021
BACHELOR OF ARTS (PHILOSOPHY),PWANI UNIVERSITY,85,22.916,2022
BACHELOR OF ARTS (PHILOSOPHY),PWANI UNIVERSITY,85,22.449,2023
"BACHELOR OF ARTS (BUSINESS STUDIES, WITH IT)",TOM MBOYA UNIVERSITY,86,25.975,2018
"BACHELOR OF ARTS (BUSINESS STUDIES, WITH IT)",TOM MBOYA UNIVERSITY,86,24.202,2019
"BACHELOR OF ARTS (BUSINESS STUDIES, WITH IT)",TOM MBOYA UNIVERSITY,86,22.361,2020
"BACHELOR OF ARTS (BUSINESS STUDIES, WITH IT)",TOM MBOYA UNIVERSITY,86,22.544,2021
"BACHELOR OF ARTS (BUSINESS STUDIES, WITH IT)",TOM MBOYA UNIVERSITY,86,21.444,2022
