course,institution,cluster_number,cutoff_points,year
BACHELOR OF ARTS (PSYCHOLOGY),KENYATTA UNIVERSITY,37,31.229,2024
BACHELOR OF PSYCHOLOGY,CHUKA UNIVERSITY,38,24.415,2018
BACHELOR OF PSYCHOLOGY,CHUKA UNIVERSITY,38,24.245,2019
BACHELOR OF PSYCHOLOGY,CHUKA UNIVERSITY,38,26.438,2020
BACHELOR OF PSYCHOLOGY,CHUKA UNIVERSITY,38,27.041,2021
BACHELOR OF PSYCHOLOGY,CHUKA UNIVERSITY,38,29.612,2022
BACHELOR OF PSYCHOLOGY,CHUKA UNIVERSITY,38,24.829,2023
BACHELOR OF PSYCHOLOGY,CHUKA UNIVERSITY,38,25.603,2024
BACHELOR OF PSYCHOLOGY ( WITH IT),MASENO UNIVERSITY,38,25.12,2018
BACHELOR OF PSYCHOLOGY ( WITH IT),MASENO UNIVERSITY,38,24.086,2019
BACHELOR OF PSYCHOLOGY ( WITH IT),MASENO UNIVERSITY,38,26.732,2020
BACHELOR OF PSYCHOLOGY ( WITH IT),MASENO UNIVERSITY,38,25.767,2021
BACHELOR OF PSYCHOLOGY ( WITH IT),MASENO UNIVERSITY,38,28.441,2022
BACHELOR OF PSYCHOLOGY ( WITH IT),MASENO UNIVERSITY,38,24.074,2023
BACHELOR OF PSYCHOLOGY ( WITH IT),MASENO UNIVERSITY,38,23.781,2024
BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),CHUKA UNIVERSITY,39,24.069,2018
BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),CHUKA UNIVERSITY,39,23.741,2019
BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),CHUKA UNIVERSITY,39,26.526,2020
BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),CHUKA UNIVERSITY,39,22.926,2021
BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),CHUKA UNIVERSITY,39,26.217,2022
BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),CHUKA UNIVERSITY,39,22.449,2023
BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),CHUKA UNIVERSITY,39,22.941,2024
BACHELOR OF COMMUNITY DEVELOPMENT,CO-OPERATIVE UNIVERSITY OF KENYA,39,24.601,2018
BACHELOR OF COMMUNITY DEVELOPMENT,CO-OPERATIVE UNIVERSITY OF KENYA,39,23.925,2019
BACHELOR OF COMMUNITY DEVELOPMENT,CO-OPERATIVE UNIVERSITY OF KENYA,39,24.929,2020
BACHELOR OF COMMUNITY DEVELOPMENT,CO-OPERATIVE UNIVERSITY OF KENYA,39,22.926,2021
BACHELOR OF COMMUNITY DEVELOPMENT,CO-OPERATIVE UNIVERSITY OF KENYA,39,25.098,2022
BACHELOR OF COMMUNITY DEVELOPMENT,CO-OPERATIVE UNIVERSITY OF KENYA,39,22.449,2023
BACHELOR OF COMMUNITY DEVELOPMENT,CO-OPERATIVE UNIVERSITY OF KENYA,39,22.945,2024
BACHELOR OF MASS COMMUNICATION,AFRICA NAZARENE UNIVERSITY,42,27.647,2018
BACHELOR OF MASS COMMUNICATION,AFRICA NAZARENE UNIVERSITY,42,29.411,2019
BACHELOR OF MASS COMMUNICATION,AFRICA NAZARENE UNIVERSITY,42,30.202,2020
BACHELOR OF MASS COMMUNICATION,AFRICA NAZARENE UNIVERSITY,42,31.221,2021
BACHELOR OF MASS COMMUNICATION,AFRICA NAZARENE UNIVERSITY,42,24.067,2022
BACHELOR OF MASS COMMUNICATION,AFRICA NAZARENE UNIVERSITY,42,22.449,2023
BACHELOR OF ARTS IN JOURNALISM AND MASS COMMUNICATION,"UNIVERSITY OF EASTERN AFRICA, BARATON",42,24.666,2019
BACHELOR OF ARTS IN JOURNALISM AND MASS COMMUNICATION,"UNIVERSITY OF EASTERN AFRICA, BARATON",42,28.832,2020
BACHELOR OF ARTS IN JOURNALISM AND MASS COMMUNICATION,"UNIVERSITY OF EASTERN AFRICA, BARATON",42,27.961,2021
BACHELOR OF ARTS IN JOURNALISM AND MASS COMMUNICATION,"UNIVERSITY OF EASTERN AFRICA, BARATON",42,22.916,2022
BACHELOR OF ARTS IN JOURNALISM AND MASS COMMUNICATION,"UNIVERSITY OF EASTERN AFRICA, BARATON",42,22.449,2023
BACHELOR OF ARTS IN MASS COMMUNICATION,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,42,25.084,2018
BACHELOR OF ARTS IN MASS COMMUNICATION,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,42,24.82,2019
BACHELOR OF ARTS IN MASS COMMUNICATION,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,42,26.802,2020
BACHELOR OF ARTS IN MASS COMMUNICATION,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,42,22.926,2021
BACHELOR OF ARTS IN MASS COMMUNICATION,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,42,22.916,2022
BACHELOR OF ARTS IN MASS COMMUNICATION,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,42,22.449,2023
BACHELOR OF MASS COMMUNICATION,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,42,30.205,2024
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,UNIVERSITY OF EMBU,44,24.93,2019
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,UNIVERSITY OF EMBU,44,22.361,2020
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,UNIVERSITY OF EMBU,44,22.544,2021
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,UNIVERSITY OF EMBU,44,21.444,2022
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,UNIVERSITY OF EMBU,44,25.384,2023
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,UNIVERSITY OF EMBU,44,25.619,2024
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,TAITA TAVETA UNIVERSITY,44,24.352,2018
BACHELOR OF SCIENCE (ELECTRICAL AND COMMUNICATION ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,46,38.238,2018
BACHELOR OF SCIENCE (ELECTRICAL AND COMMUNICATION ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,46,38.52,2019
BACHELOR OF SCIENCE (ELECTRICAL AND COMMUNICATION ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,46,36.482,2020
BACHELOR OF SCIENCE (ELECTRICAL AND COMMUNICATION ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,46,31.256,2021
BACHELOR OF SCIENCE (ELECTRICAL AND COMMUNICATION ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,46,34.286,2022
BACHELOR OF SCIENCE (ELECTRICAL AND COMMUNICATION ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,46,29.271,2023
BACHELOR OF SCIENCE (ELECTRICAL AND COMMUNICATION ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,46,31.158,2024
BACHELOR OF SCIENCE IN ELECTRICAL AND TELECOMMUNICATION ENGINEERING,MULTIMEDIA UNIVERSITY OF KENYA,46,40.571,2018
BACHELOR OF SCIENCE IN ELECTRICAL AND TELECOMMUNICATION ENGINEERING,MULTIMEDIA UNIVERSITY OF KENYA,46,40.449,2019
BACHELOR OF SCIENCE IN ELECTRICAL AND TELECOMMUNICATION ENGINEERING,MULTIMEDIA UNIVERSITY OF KENYA,46,39.986,2020
BACHELOR OF SCIENCE IN ELECTRICAL AND TELECOMMUNICATION ENGINEERING,MULTIMEDIA UNIVERSITY OF KENYA,46,33.86,2021
BACHELOR OF SCIENCE IN ELECTRICAL AND TELECOMMUNICATION ENGINEERING,MULTIMEDIA UNIVERSITY OF KENYA,46,35.865,2022
BACHELOR OF SCIENCE IN ELECTRICAL AND TELECOMMUNICATION ENGINEERING,MULTIMEDIA UNIVERSITY OF KENYA,46,30.939,2023
BACHELOR OF SCIENCE IN ELECTRICAL AND TELECOMMUNICATION ENGINEERING,MULTIMEDIA UNIVERSITY OF KENYA,46,32.736,2024
BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,EGERTON UNIVERSITY,49,30.714,2018
BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,EGERTON UNIVERSITY,49,30.303,2019
BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,EGERTON UNIVERSITY,49,24.333,2020
BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,EGERTON UNIVERSITY,49,22.544,2021
BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,EGERTON UNIVERSITY,49,21.444,2022
BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,EGERTON UNIVERSITY,49,21.375,2023
BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT,TAITA TAVETA UNIVERSITY,47,24.868,2018
BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT,TAITA TAVETA UNIVERSITY,47,24.566,2019
BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT,TAITA TAVETA UNIVERSITY,47,22.361,2020
BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT,TAITA TAVETA UNIVERSITY,47,22.544,2021
BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT,TAITA TAVETA UNIVERSITY,47,21.444,2022
BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT,TAITA TAVETA UNIVERSITY,47,21.375,2023
BACHELOR OF SCIENCE IN SUPPLY CHAIN MANAGEMENT,RONGO UNIVERSITY,47,21.444,2022
BACHELOR OF SCIENCE IN SUPPLY CHAIN MANAGEMENT,RONGO UNIVERSITY,47,21.375,2023
BACHELOR OF SCIENCE IN SUPPLY CHAIN MANAGEMENT,TECHNICAL UNIVERSITY OF MOMBASA,47,22.544,2021
BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,47,27.751,2018
BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,47,27.072,2019
BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,47,24.342,2020
BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,47,22.544,2021
BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,47,21.444,2022
BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,47,21.375,2023
BACHELOR OF SCIENCE IN SUPPLY CHAIN MANAGEMENT,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,47,30.074,2018
BACHELOR OF SCIENCE IN SUPPLY CHAIN MANAGEMENT,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,47,30.953,2019
BACHELOR OF SCIENCE IN SUPPLY CHAIN MANAGEMENT,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,47,29.485,2020
BACHELOR OF LOGISTICS AND SUPPLY CHAIN MANAGEMENT,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,48,24.229,2018
BACHELOR OF LOGISTICS AND SUPPLY CHAIN MANAGEMENT,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,48,25.055,2019
BACHELOR OF LOGISTICS AND SUPPLY CHAIN MANAGEMENT,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,48,22.361,2020
BACHELOR OF LOGISTICS AND SUPPLY CHAIN MANAGEMENT,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,48,22.544,2021
BACHELOR OF LOGISTICS AND SUPPLY CHAIN MANAGEMENT,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,48,21.444,2022
BACHELOR OF LOGISTICS AND SUPPLY CHAIN MANAGEMENT,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,48,21.375,2023
BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,AFRICA NAZARENE UNIVERSITY,49,24.647,2018
BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,AFRICA NAZARENE UNIVERSITY,49,24.574,2019
BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,AFRICA NAZARENE UNIVERSITY,49,22.361,2020
BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,AFRICA NAZARENE UNIVERSITY,49,22.544,2021
BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,AFRICA NAZARENE UNIVERSITY,49,21.444,2022
BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,AFRICA NAZARENE UNIVERSITY,49,21.375,2023
BACHELOR PURCHASING AND SUPPLIES MANAGEMENT,UNIVERSITY OF EMBU,49,24.739,2018
BACHELOR PURCHASING AND SUPPLIES MANAGEMENT,UNIVERSITY OF EMBU,49,24.611,2019
BACHELOR PURCHASING AND SUPPLIES MANAGEMENT,UNIVERSITY OF EMBU,49,22.361,2020
BACHELOR PURCHASING AND SUPPLIES MANAGEMENT,UNIVERSITY OF EMBU,49,22.544,2021
BACHELOR PURCHASING AND SUPPLIES MANAGEMENT,UNIVERSITY OF EMBU,49,21.444,2022
BACHELOR PURCHASING AND SUPPLIES MANAGEMENT,UNIVERSITY OF EMBU,49,21.375,2023
BACHELOR OF PROCUREMENT AND SUPPLIES MANAGEMENT,KIRINYAGA UNIVERSITY,47,24.195,2018
BACHELOR OF PROCUREMENT AND SUPPLIES MANAGEMENT,KIRINYAGA UNIVERSITY,47,24.266,2019
BACHELOR OF PROCUREMENT AND SUPPLIES MANAGEMENT,KIRINYAGA UNIVERSITY,47,22.361,2020
BACHELOR OF PROCUREMENT AND SUPPLIES MANAGEMENT,KIRINYAGA UNIVERSITY,47,22.544,2021
BACHELOR OF PROCUREMENT AND SUPPLIES MANAGEMENT,KIRINYAGA UNIVERSITY,47,21.444,2022
BACHELOR OF PROCUREMENT AND SUPPLIES MANAGEMENT,KIRINYAGA UNIVERSITY,47,21.375,2023
BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,MASENO UNIVERSITY,45,27.014,2018
BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,MASENO UNIVERSITY,45,28.019,2019
BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,MASENO UNIVERSITY,45,24.88,2020
BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,MASENO UNIVERSITY,45,22.544,2021
BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,MASENO UNIVERSITY,45,21.444,2022
BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,MASENO UNIVERSITY,45,21.375,2023
BACHELOR OF SCIENCE (PROCUREMENT AND SUPPLIES MANAGEMENT),MURANG'A UNIVERSITY OF TECHNOLOGY,49,24.033,2018
BACHELOR OF SCIENCE (PROCUREMENT AND SUPPLIES MANAGEMENT),MURANG'A UNIVERSITY OF TECHNOLOGY,49,24.097,2019
BACHELOR OF SCIENCE (PROCUREMENT AND SUPPLIES MANAGEMENT),MURANG'A UNIVERSITY OF TECHNOLOGY,49,22.361,2020
BACHELOR OF SCIENCE (PROCUREMENT AND SUPPLIES MANAGEMENT),MURANG'A UNIVERSITY OF TECHNOLOGY,49,22.544,2021
BACHELOR OF SCIENCE (PROCUREMENT AND SUPPLIES MANAGEMENT),MURANG'A UNIVERSITY OF TECHNOLOGY,49,21.444,2022
BACHELOR OF SCIENCE (PROCUREMENT AND SUPPLIES MANAGEMENT),MURANG'A UNIVERSITY OF TECHNOLOGY,49,21.375,2023
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,CHUKA UNIVERSITY,47,28.779,2018
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,CHUKA UNIVERSITY,47,29.184,2019
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,CHUKA UNIVERSITY,47,25.181,2020
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,CHUKA UNIVERSITY,47,22.544,2021
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,CHUKA UNIVERSITY,47,21.444,2022
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,CHUKA UNIVERSITY,47,21.375,2023
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,KCA UNIVERSITY,50,23.939,2018
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,KCA UNIVERSITY,50,27.605,2019
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,KCA UNIVERSITY,50,27.711,2020
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,KCA UNIVERSITY,50,22.544,2021
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,KCA UNIVERSITY,50,21.444,2022
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,KCA UNIVERSITY,50,21.375,2023
BACHELOR OF PROCUREMENT,MOUNT KENYA UNIVERSITY,50,30.559,2018
BACHELOR OF PROCUREMENT,MOUNT KENYA UNIVERSITY,50,29.369,2019
BACHELOR OF PROCUREMENT,MOUNT KENYA UNIVERSITY,50,24.732,2020
BACHELOR OF PROCUREMENT,MOUNT KENYA UNIVERSITY,50,24.48,2021
BACHELOR OF PROCUREMENT,MOUNT KENYA UNIVERSITY,50,21.444,2022
BACHELOR OF PROCUREMENT,MOUNT KENYA UNIVERSITY,50,21.375,2023
BACHELOR OF SCIENCE (MECHANICAL AND INDUSTRIAL ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,51,36.891,2018
BACHELOR OF SCIENCE (MECHANICAL AND INDUSTRIAL ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,51,37.657,2019
BACHELOR OF SCIENCE (MECHANICAL AND INDUSTRIAL ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,51,36.608,2020
BACHELOR OF SCIENCE (MECHANICAL AND INDUSTRIAL ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,51,31.168,2021
BACHELOR OF SCIENCE (MECHANICAL AND INDUSTRIAL ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,51,35.66,2022
BACHELOR OF SCIENCE (MECHANICAL AND INDUSTRIAL ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,51,33.753,2023
BACHELOR OF SCIENCE (MECHANICAL AND INDUSTRIAL ENGINEERING),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,51,34.39,2024
BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND MARKETING,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,56,26.366,2018
BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND MARKETING,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,56,26.726,2019
BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND MARKETING,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,56,16.791,2020
BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND MARKETING,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,56,17.459,2021
BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND MARKETING,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,56,16.974,2022
BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND MARKETING,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,56,15.864,2023
BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT,TAITA TAVETA UNIVERSITY,56,25.289,2018
BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT,TAITA TAVETA UNIVERSITY,56,23.576,2019
BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT,TAITA TAVETA UNIVERSITY,56,16.791,2020
BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT,TAITA TAVETA UNIVERSITY,56,17.459,2021
BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT,TAITA TAVETA UNIVERSITY,56,16.974,2022
BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT,TAITA TAVETA UNIVERSITY,56,15.864,2023
BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT,KISII UNIVERSITY,56,21.27,2024
BACHELOR OF AGRIBUSINESS MANAGEMENT,CHUKA UNIVERSITY,57,26.028,2018
BACHELOR OF AGRIBUSINESS MANAGEMENT,CHUKA UNIVERSITY,57,24.582,2019
BACHELOR OF AGRIBUSINESS MANAGEMENT,CHUKA UNIVERSITY,57,16.791,2020
BACHELOR OF AGRIBUSINESS MANAGEMENT,CHUKA UNIVERSITY,57,17.459,2021
BACHELOR OF AGRIBUSINESS MANAGEMENT,CHUKA UNIVERSITY,57,16.974,2022
BACHELOR OF AGRIBUSINESS MANAGEMENT,CHUKA UNIVERSITY,57,15.864,2023
BACHELOR OF AGRIBUSINESS MANAGEMENT,EGERTON UNIVERSITY,57,21.719,2024
BACHELOR OF SCIENCE (MICROBIOLOGY AND BIOTECHNOLOGY),UNIVERSITY OF EMBU,78,27.678,2018
BACHELOR OF SCIENCE (MICROBIOLOGY AND BIOTECHNOLOGY),UNIVERSITY OF EMBU,78,26.304,2019
BACHELOR OF SCIENCE (MICROBIOLOGY AND BIOTECHNOLOGY),UNIVERSITY OF EMBU,78,16.791,2020
BACHELOR OF SCIENCE (MICROBIOLOGY AND BIOTECHNOLOGY),UNIVERSITY OF EMBU,78,17.459,2021
BACHELOR OF SCIENCE (MICROBIOLOGY AND BIOTECHNOLOGY),UNIVERSITY OF EMBU,78,16.974,2022
BACHELOR OF SCIENCE (MICROBIOLOGY AND BIOTECHNOLOGY),UNIVERSITY OF EMBU,78,15.683,2023
BACHELOR OF SCIENCE IN MICROBIOLOGY AND BIOTECHNOLOGY,CHUKA UNIVERSITY,78,27.721,2018
BACHELOR OF SCIENCE IN MICROBIOLOGY AND BIOTECHNOLOGY,CHUKA UNIVERSITY,78,24.529,2019
BACHELOR OF SCIENCE IN MICROBIOLOGY AND BIOTECHNOLOGY,CHUKA UNIVERSITY,78,16.791,2020
BACHELOR OF SCIENCE IN MICROBIOLOGY AND BIOTECHNOLOGY,CHUKA UNIVERSITY,78,17.459,2021
BACHELOR OF SCIENCE IN MICROBIOLOGY AND BIOTECHNOLOGY,CHUKA UNIVERSITY,78,16.974,2022
BACHELOR OF SCIENCE IN MICROBIOLOGY AND BIOTECHNOLOGY,CHUKA UNIVERSITY,78,15.683,2023
BACHELOR OF SCIENCE (MICROBIOLOGY AND BIOTECHNOLOGY),UNIVERSITY OF NAIROBI,78,22.646,2024
BACHELOR OF TECHNOLOGY IN INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,TECHNICAL UNIVERSITY OF MOMBASA,80,25.727,2018
BACHELOR OF TECHNOLOGY IN INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,TECHNICAL UNIVERSITY OF MOMBASA,80,29.145,2019
BACHELOR OF TECHNOLOGY IN INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,TECHNICAL UNIVERSITY OF MOMBASA,80,16.791,2020
BACHELOR OF TECHNOLOGY IN INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,TECHNICAL UNIVERSITY OF MOMBASA,80,17.459,2021
BACHELOR OF TECHNOLOGY IN INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,TECHNICAL UNIVERSITY OF MOMBASA,80,16.974,2022
BACHELOR OF TECHNOLOGY IN INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,TECHNICAL UNIVERSITY OF MOMBASA,80,15.683,2023
BACHELOR OF EDUCATION (FRENCH),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,82,24.646,2018
BACHELOR OF EDUCATION (FRENCH),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,82,24.579,2019
BACHELOR OF EDUCATION (FRENCH),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,82,27.883,2020
BACHELOR OF EDUCATION (FRENCH),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,82,22.636,2021
BACHELOR OF EDUCATION (FRENCH),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,82,22.358,2022
BACHELOR OF EDUCATION (FRENCH),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,82,21.858,2023
BACHELOR OF EDUCATION (ARTS) FRENCH,KENYATTA UNIVERSITY,82,30.891,2018
BACHELOR OF EDUCATION (ARTS) FRENCH,KENYATTA UNIVERSITY,82,33.388,2019
BACHELOR OF EDUCATION (ARTS) FRENCH,KENYATTA UNIVERSITY,82,33.988,2020
BACHELOR OF EDUCATION (ARTS) FRENCH,KENYATTA UNIVERSITY,82,32.023,2021
BACHELOR OF EDUCATION (ARTS) FRENCH,KENYATTA UNIVERSITY,82,33.386,2022
BACHELOR OF EDUCATION (ARTS) FRENCH,KENYATTA UNIVERSITY,82,32.597,2023
BACHELOR OF EDUCATION (ARTS) FRENCH,KENYATTA UNIVERSITY,82,30.555,2024
BACHELOR OF SCIENCE IN ANIMAL HEALTH AND PRODUCTION,CHUKA UNIVERSITY,90,23.177,2024
BACHELOR OF SCIENCE IN ANIMAL PRODUCTION AND PROCESSING,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,90,25.618,2018
BACHELOR OF SCIENCE IN ANIMAL PRODUCTION AND PROCESSING,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,90,26.095,2019
BACHELOR OF SCIENCE IN ANIMAL PRODUCTION AND PROCESSING,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,90,16.791,2020
BACHELOR OF SCIENCE IN ANIMAL PRODUCTION AND PROCESSING,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,90,17.459,2021
BACHELOR OF SCIENCE IN ANIMAL PRODUCTION AND PROCESSING,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,90,25.234,2022
BACHELOR OF SCIENCE IN ANIMAL PRODUCTION AND PROCESSING,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,90,15.864,2023
"BACHELOR OF SCIENCE (ANIMAL HEALTH, PRODUCTION & PROCESSING)",JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,90,25.88,2018
"BACHELOR OF SCIENCE (ANIMAL HEALTH, PRODUCTION & PROCESSING)",JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,90,29.316,2019
"BACHELOR OF SCIENCE (ANIMAL HEALTH, PRODUCTION & PROCESSING)",JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,90,30.506,2020
